item_id,subset,task,reference_label,origin,qc_family,injected_wrong_label,source_row_id,source_sha256
54528dd17c80,subset_d,nli,contradiction,audit_sample,,,927e9d149542bc01,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
a5cf533a0ed3,subset_d,nli,contradiction,audit_sample,,,0f0aec3cf3b5dff5,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
1570cce81cad,subset_d,nli,entailment,audit_sample,,,03ca36be89a5cba2,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
a835ba28a19e,subset_d,nli,neutral,audit_sample,,,f6d8521a7f2c89dc,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
13bbe315c7d2,subset_d,nli,entailment,audit_sample,,,0dba4389f7593560,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
b11e3b8a2236,subset_d,nli,entailment,qc_control,label_flip,neutral,6fc550658f380a5c,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
efd10b46b1ac,subset_d,nli,contradiction,audit_sample,,,cc48dce65d13f671,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
ba9a8d08eee8,subset_d,nli,entailment,audit_sample,,,1a1f780f84a3f1b1,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
f1b88041da7c,subset_d,nli,entailment,audit_sample,,,c89902ad6704708e,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
918e02baefb6,subset_d,nli,entailment,audit_sample,,,6e3042aee7b019ad,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
aed8e2f21da8,subset_d,nli,contradiction,qc_control,label_flip,entailment,781ac21a94084914,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
8ecbe0ec72a1,subset_d,nli,entailment,audit_sample,,,ea22a6d9fe26191c,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
1bc5651ce8d2,subset_d,nli,entailment,audit_sample,,,8c6e3ca03c3d0961,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
a20708819d45,subset_d,nli,contradiction,audit_sample,,,fb28da2b3f3f57bb,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
d261aefa1ccc,subset_d,nli,contradiction,audit_sample,,,48fe3b402b3f0d04,2c658c0e3d469f2225fc42a00f98a0dbe86191c50f8b51c6c236c7a3f87be5a6
